,address,street_name,street_type,street_quad,house_number,address_type,longitude,latitude,location,point,:@computed_region_4a3i_ccfj,:@computed_region_4b54_tmc4,:@computed_region_kxmf_bzkv,:@computed_region_hq2j_w7j9,:@computed_region_p8tp_5dkv,house_alpha
1494,64 HARVEST OAK PL NE,HARVEST OAK,PL,NE,64,Parcel,-114.06212337254371,51.15302806325122,"{'latitude': '51.15302806325122', 'longitude': '-114.06212337254371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.06212337254371, 51.15302806325122]}",4,11,27,241,12,
1495,3128 37 ST SW,37,ST,SW,3128,Parcel,-114.14089116713684,51.02588078869278,"{'latitude': '51.02588078869278', 'longitude': '-114.14089116713684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.14089116713684, 51.02588078869278]}",1,14,182,38,2,
1496,38 COVERDALE WY NE,COVERDALE,WY,NE,38,Parcel,-114.04594247494543,51.16053193184881,"{'latitude': '51.16053193184881', 'longitude': '-114.04594247494543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.04594247494543, 51.16053193184881]}",4,11,251,8,12,
1497,75 MCHUGH RD NE,MCHUGH,RD,NE,75,Parcel,-114.00287477427887,51.06413237525081,"{'latitude': '51.06413237525081', 'longitude': '-114.00287477427887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.00287477427887, 51.06413237525081]}",4,12,140,249,3,
1498,181 HARVEST ROSE CI NE,HARVEST ROSE,CI,NE,181,Parcel,-114.059271375017,51.14184322131067,"{'latitude': '51.14184322131067', 'longitude': '-114.059271375017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.059271375017, 51.14184322131067]}",4,11,27,241,12,
1499,81 SHANNON CI SW,SHANNON,CI,SW,81,Parcel,-114.08601472948442,50.91262724758166,"{'latitude': '50.91262724758166', 'longitude': '-114.08601472948442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.08601472948442, 50.91262724758166]}",1,5,115,281,6,
1500,364 PENWORTH WY SE,PENWORTH,WY,SE,364,Parcel,-113.95004120954228,51.05061055412287,"{'latitude': '51.05061055412287', 'longitude': '-113.95004120954228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.95004120954228, 51.05061055412287]}",3,12,30,244,11,
1501,90 MARTINVALLEY CR NE,MARTINVALLEY,CR,NE,90,Parcel,-113.95530452303886,51.12387212273506,"{'latitude': '51.12387212273506', 'longitude': '-113.95530452303886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.95530452303886, 51.12387212273506]}",4,9,180,184,1,
1502,59 MARGATE PL NE,MARGATE,PL,NE,59,Parcel,-113.97655194592978,51.061065414333044,"{'latitude': '51.061065414333044', 'longitude': '-113.97655194592978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.97655194592978, 51.061065414333044]}",4,12,77,80,3,
1503,11 KINCORA VW NW,KINCORA,VW,NW,11,Parcel,-114.13054470211651,51.15988563544358,"{'latitude': '51.15988563544358', 'longitude': '-114.13054470211651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.13054470211651, 51.15988563544358]}",2,3,220,145,10,
1504,157 SKYVIEW SPRINGS CR NE,SKYVIEW SPRINGS,CR,NE,157,Parcel,-113.96863008025291,51.160837025317335,"{'latitude': '51.160837025317335', 'longitude': '-113.96863008025291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.96863008025291, 51.160837025317335]}",4,11,12,132,1,
1505,136 SUNVALE CR SE,SUNVALE,CR,SE,136,Parcel,-114.05282866782873,50.90101633301103,"{'latitude': '50.90101633301103', 'longitude': '-114.05282866782873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.05282866782873, 50.90101633301103]}",3,6,52,128,13,
1506,416 25 AV SE,25,AV,SE,416,Parcel,-114.05601983127073,51.03117630382264,"{'latitude': '51.03117630382264', 'longitude': '-114.05601983127073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.05601983127073, 51.03117630382264]}",3,10,160,111,11,
1507,238 BRIDLEWOOD RD SW,BRIDLEWOOD,RD,SW,238,Parcel,-114.10859497031642,50.90231330278567,"{'latitude': '50.90231330278567', 'longitude': '-114.10859497031642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.10859497031642, 50.90231330278567]}",1,5,138,283,6,
1508,70 PATRICK VW SW,PATRICK,VW,SW,70,Parcel,-114.17907302666735,51.06789580389956,"{'latitude': '51.06789580389956', 'longitude': '-114.17907302666735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.17907302666735, 51.06789580389956]}",1,1,275,62,14,
1509,23 VARSITY RIDGE TC NW,VARSITY RIDGE,TC,NW,23,Parcel,-114.16376486377445,51.096802586921164,"{'latitude': '51.096802586921164', 'longitude': '-114.16376486377445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.16376486377445, 51.096802586921164]}",2,13,269,127,9,
1510,99 ROYAL MR NW,ROYAL,MR,NW,99,Parcel,-114.23315864900812,51.137511426509654,"{'latitude': '51.137511426509654', 'longitude': '-114.23315864900812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.23315864900812, 51.137511426509654]}",2,3,252,13,9,
1511,920 COACH SIDE CR SW,COACH SIDE,CR,SW,920,Parcel,-114.18271184068007,51.05748902813482,"{'latitude': '51.05748902813482', 'longitude': '-114.18271184068007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.18271184068007, 51.05748902813482]}",1,1,189,189,14,
1512,46 WESTON PA SW,WESTON,PA,SW,46,Parcel,-114.19550682896536,51.06536854618478,"{'latitude': '51.06536854618478', 'longitude': '-114.19550682896536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.19550682896536, 51.06536854618478]}",1,1,114,194,14,
1513,247 EAGLE RIDGE DR SW,EAGLE RIDGE,DR,SW,247,Parcel,-114.09839029381233,50.98620114405659,"{'latitude': '50.98620114405659', 'longitude': '-114.09839029381233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.09839029381233, 50.98620114405659]}",1,8,58,56,5,
1514,339 DOUGLAS WOODS DR SE,DOUGLAS WOODS,DR,SE,339,Parcel,-113.98999327501235,50.944183176953814,"{'latitude': '50.944183176953814', 'longitude': '-113.98999327501235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.98999327501235, 50.944183176953814]}",3,4,268,124,13,
1515,254 SKYVIEW RANCH BV NE,SKYVIEW RANCH,BV,NE,254,Parcel,-113.95081388402755,51.163916267108576,"{'latitude': '51.163916267108576', 'longitude': '-113.95081388402755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.95081388402755, 51.163916267108576]}",4,11,12,132,1,
1516,51 WHITWORTH WY NE,WHITWORTH,WY,NE,51,Parcel,-113.97863991052114,51.091900943273146,"{'latitude': '51.091900943273146', 'longitude': '-113.97863991052114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.97863991052114, 51.091900943273146]}",4,9,145,251,3,
1517,256 WALDEN HT SE,WALDEN,HT,SE,256,Parcel,-114.03674358791243,50.87137107189051,"{'latitude': '50.87137107189051', 'longitude': '-114.03674358791243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.03674358791243, 50.87137107189051]}",3,6,135,190,13,
1518,3014 LINDEN DR SW,LINDEN,DR,SW,3014,Parcel,-114.12719857901679,50.991138446226,"{'latitude': '50.991138446226', 'longitude': '-114.12719857901679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.12719857901679, 50.991138446226]}",1,8,129,266,5,
1519,133 TUSCANY RESERVE RI NW,TUSCANY RESERVE,RI,NW,133,Parcel,-114.25615102333757,51.13488177662113,"{'latitude': '51.13488177662113', 'longitude': '-114.25615102333757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.25615102333757, 51.13488177662113]}",2,13,158,107,9,
1520,60 MARQUIS CR SE,MARQUIS,CR,SE,60,Parcel,-113.91240189683126,50.901631229010846,"{'latitude': '50.901631229010846', 'longitude': '-113.91240189683126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.91240189683126, 50.901631229010846]}",3,4,116,258,8,
1521,16 TUSCANY SPRINGS CI NW,TUSCANY SPRINGS,CI,NW,16,Parcel,-114.24255320126544,51.131180175894826,"{'latitude': '51.131180175894826', 'longitude': '-114.24255320126544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.24255320126544, 51.131180175894826]}",2,13,158,107,9,
1522,1003 RIVERBEND DR SE,RIVERBEND,DR,SE,1003,Parcel,-114.01893560361742,50.976911439342715,"{'latitude': '50.976911439342715', 'longitude': '-114.01893560361742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.01893560361742, 50.976911439342715]}",3,10,19,234,8,
1523,372 MADDOCK CR NE,MADDOCK,CR,NE,372,Parcel,-113.94871238924426,51.055068880346596,"{'latitude': '51.055068880346596', 'longitude': '-113.94871238924426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.94871238924426, 51.055068880346596]}",4,12,33,246,3,
1524,3464 CHIPPENDALE DR NW,CHIPPENDALE,DR,NW,3464,Parcel,-114.11282458933339,51.08344997599515,"{'latitude': '51.08344997599515', 'longitude': '-114.11282458933339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.11282458933339, 51.08344997599515]}",2,7,125,269,4,
1525,208 AUBURN MEADOWS MR SE,AUBURN MEADOWS,MR,SE,208,Parcel,-113.94555545796592,50.89330421680443,"{'latitude': '50.89330421680443', 'longitude': '-113.94555545796592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.94555545796592, 50.89330421680443]}",3,4,95,217,8,
1526,239 ERIN PARK DR SE,ERIN PARK,DR,SE,239,Parcel,-113.96137979890453,51.019583362852714,"{'latitude': '51.019583362852714', 'longitude': '-113.96137979890453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.96137979890453, 51.019583362852714]}",3,12,35,293,11,
1527,56 THAMES PL NW,THAMES,PL,NW,56,Parcel,-114.07894577942996,51.106966493771296,"{'latitude': '51.106966493771296', 'longitude': '-114.07894577942996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07894577942996, 51.106966493771296]}",2,2,192,164,4,
1528,78 CORNERSTONE RD NE,CORNERSTONE,RD,NE,78,Parcel,-113.93944930565536,51.159375707271224,"{'latitude': '51.159375707271224', 'longitude': '-113.93944930565536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.93944930565536, 51.159375707271224]}",4,11,11,133,1,
1529,124 WOODACRES DR SW,WOODACRES,DR,SW,124,Parcel,-114.11871242436898,50.93079103986662,"{'latitude': '50.93079103986662', 'longitude': '-114.11871242436898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.11871242436898, 50.93079103986662]}",1,5,43,288,6,
1530,108 RUNDLECAIRN RD NE,RUNDLECAIRN,RD,NE,108,Parcel,-113.9641669059277,51.068595437663724,"{'latitude': '51.068595437663724', 'longitude': '-113.9641669059277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.9641669059277, 51.068595437663724]}",4,9,34,291,3,
1531,6616 BOWWOOD DR NW,BOWWOOD,DR,NW,6616,Parcel,-114.18527985037599,51.087157037628366,"{'latitude': '51.087157037628366', 'longitude': '-114.18527985037599', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.18527985037599, 51.087157037628366]}",2,13,149,77,9,
1532,56 AUTUMN CL SE,AUTUMN,CL,SE,56,Parcel,-113.96403696816618,50.89887465881502,"{'latitude': '50.89887465881502', 'longitude': '-113.96403696816618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.96403696816618, 50.89887465881502]}",3,4,95,217,8,
1533,315 STRAVANAN BA SW,STRAVANAN,BA,SW,315,Parcel,-114.17426649390933,51.04921564188809,"{'latitude': '51.04921564188809', 'longitude': '-114.17426649390933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.17426649390933, 51.04921564188809]}",1,1,67,20,14,
1534,141 SCHOONER CL NW,SCHOONER,CL,NW,141,Parcel,-114.22668477108758,51.120265093510305,"{'latitude': '51.120265093510305', 'longitude': '-114.22668477108758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.22668477108758, 51.120265093510305]}",2,13,148,48,9,
1535,2317 23 AV SW,23,AV,SW,2317,Parcel,-114.11462872751537,51.03281477794431,"{'latitude': '51.03281477794431', 'longitude': '-114.11462872751537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.11462872751537, 51.03281477794431]}",1,14,181,282,2,
1536,51 CHAPARRAL RIDGE WY SE,CHAPARRAL RIDGE,WY,SE,51,Parcel,-114.02277294738398,50.88774782150984,"{'latitude': '50.88774782150984', 'longitude': '-114.02277294738398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.02277294738398, 50.88774782150984]}",3,6,130,218,13,
1537,311 HAWKSIDE ME NW,HAWKSIDE,ME,NW,311,Parcel,-114.18194575587488,51.12621925937828,"{'latitude': '51.12621925937828', 'longitude': '-114.18194575587488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.18194575587488, 51.12621925937828]}",2,3,248,176,10,
1538,15140 PRESTWICK BV SE,PRESTWICK,BV,SE,15140,Parcel,-113.9657298744638,50.92100263362068,"{'latitude': '50.92100263362068', 'longitude': '-113.9657298744638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.9657298744638, 50.92100263362068]}",3,4,46,287,8,
1539,411 42 ST SW,42,ST,SW,411,Parcel,-114.14799273903506,51.05067036937751,"{'latitude': '51.05067036937751', 'longitude': '-114.14799273903506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.14799273903506, 51.05067036937751]}",1,14,170,73,2,
1540,10820 24 ST SE,24,ST,SE,10820,Parcel,-114.00034342142249,50.955550220418964,"{'latitude': '50.955550220418964', 'longitude': '-114.00034342142249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.00034342142249, 50.955550220418964]}",3,4,162,113,8,
1541,100 CITADEL CL NW,CITADEL,CL,NW,100,Parcel,-114.1683024151296,51.14217095534647,"{'latitude': '51.14217095534647', 'longitude': '-114.1683024151296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.1683024151296, 51.14217095534647]}",2,3,247,177,10,
1542,108 COVEPARK PL NE,COVEPARK,PL,NE,108,Parcel,-114.05545698997916,51.16762469799636,"{'latitude': '51.16762469799636', 'longitude': '-114.05545698997916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.05545698997916, 51.16762469799636]}",4,11,251,8,12,
1543,17 CITYSIDE GD NE,CITYSIDE,GD,NE,17,Parcel,-113.96253626006988,51.14575719595015,"{'latitude': '51.14575719595015', 'longitude': '-113.96253626006988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.96253626006988, 51.14575719595015]}",4,11,176,99,1,
1544,896 COUNTRY HILLS BV NE,COUNTRY HILLS,BV,NE,896,Parcel,-114.03953432322058,51.154385342584106,"{'latitude': '51.154385342584106', 'longitude': '-114.03953432322058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.03953432322058, 51.154385342584106]}",4,11,163,114,12,
1545,7183 SIERRA MORENA BV SW,SIERRA MORENA,BV,SW,7183,Parcel,-114.1779295682129,51.01283613846356,"{'latitude': '51.01283613846356', 'longitude': '-114.1779295682129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.1779295682129, 51.01283613846356]}",1,1,278,65,14,
1546,29 LEGACY GLEN RO SE,LEGACY GLEN,RO,SE,29,Parcel,-114.00179621161335,50.857896318435586,"{'latitude': '50.857896318435586', 'longitude': '-114.00179621161335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.00179621161335, 50.857896318435586]}",3,6,99,159,13,
1547,423 10 ST NE,10,ST,NE,423,Parcel,-114.03788803064789,51.055514487838565,"{'latitude': '51.055514487838565', 'longitude': '-114.03788803064789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.03788803064789, 51.055514487838565]}",4,10,137,240,11,
1548,315 AUBURN BAY BV SE,AUBURN BAY,BV,SE,315,Parcel,-113.96597641304969,50.88735194404573,"{'latitude': '50.88735194404573', 'longitude': '-113.96597641304969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.96597641304969, 50.88735194404573]}",3,4,95,217,8,
1549,6090 MADIGAN DR NE,MADIGAN,DR,NE,6090,Parcel,-113.94161409119204,51.05501386837839,"{'latitude': '51.05501386837839', 'longitude': '-113.94161409119204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.94161409119204, 51.05501386837839]}",4,12,33,246,3,
1550,3448 BULYEA CR NW,BULYEA,CR,NW,3448,Parcel,-114.13727759402498,51.09534525530857,"{'latitude': '51.09534525530857', 'longitude': '-114.13727759402498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.13727759402498, 51.09534525530857]}",2,7,50,280,4,
1551,91 COUGARTOWN CL SW,COUGARTOWN,CL,SW,91,Parcel,-114.20881890677485,51.0738590644297,"{'latitude': '51.0738590644297', 'longitude': '-114.20881890677485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.20881890677485, 51.0738590644297]}",1,1,128,272,14,
1552,4823 VANGUARD RD NW,VANGUARD,RD,NW,4823,Parcel,-114.15616556700044,51.09553314350608,"{'latitude': '51.09553314350608', 'longitude': '-114.15616556700044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.15616556700044, 51.09553314350608]}",2,13,269,127,9,
1553,325 SUNMILLS DR SE,SUNMILLS,DR,SE,325,Parcel,-114.04163335830887,50.89776606544277,"{'latitude': '50.89776606544277', 'longitude': '-114.04163335830887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.04163335830887, 50.89776606544277]}",3,6,52,128,13,
1554,531 9 AV NE,9,AV,NE,531,Parcel,-114.05143016625414,51.060492590615624,"{'latitude': '51.060492590615624', 'longitude': '-114.05143016625414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.05143016625414, 51.060492590615624]}",4,10,171,78,11,
1555,8243 4A ST SW,4A,ST,SW,8243,Parcel,-114.077901190567,50.980092506013655,"{'latitude': '50.980092506013655', 'longitude': '-114.077901190567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.077901190567, 50.980092506013655]}",1,8,120,263,5,
1556,347 PARKLAND WY SE,PARKLAND,WY,SE,347,Parcel,-114.03335688124842,50.92271324000798,"{'latitude': '50.92271324000798', 'longitude': '-114.03335688124842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.03335688124842, 50.92271324000798]}",3,6,117,261,13,
1557,290 TUSCANY DR NW,TUSCANY,DR,NW,290,Parcel,-114.2495537178836,51.1294094788994,"{'latitude': '51.1294094788994', 'longitude': '-114.2495537178836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.2495537178836, 51.1294094788994]}",2,13,158,107,9,
1558,16 WHITMAN CR NE,WHITMAN,CR,NE,16,Parcel,-113.97918209511035,51.08337724576201,"{'latitude': '51.08337724576201', 'longitude': '-113.97918209511035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.97918209511035, 51.08337724576201]}",4,9,145,251,3,
1559,2505 COUNTRY HILLS BV NE,COUNTRY HILLS,BV,NE,2505,Parcel,-113.99957974762786,51.154056073455195,"{'latitude': '51.154056073455195', 'longitude': '-113.99957974762786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.99957974762786, 51.154056073455195]}",4,11,13,43,1,
1560,3108 44 ST SW,44,ST,SW,3108,Parcel,-114.15087609984715,51.02667363653917,"{'latitude': '51.02667363653917', 'longitude': '-114.15087609984715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.15087609984715, 51.02667363653917]}",1,1,298,33,14,
1561,126 CORNERSTONE CI NE,CORNERSTONE,CI,NE,126,Parcel,-113.94120195651844,51.16277465279952,"{'latitude': '51.16277465279952', 'longitude': '-113.94120195651844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.94120195651844, 51.16277465279952]}",4,11,11,133,1,
1562,19 SOMERGLEN RD SW,SOMERGLEN,RD,SW,19,Parcel,-114.07633616036179,50.89618547491227,"{'latitude': '50.89618547491227', 'longitude': '-114.07633616036179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07633616036179, 50.89618547491227]}",1,5,55,125,6,
1563,51 TUSCANY ESTATES CL NW,TUSCANY ESTATES,CL,NW,51,Parcel,-114.24732546970996,51.11170671994078,"{'latitude': '51.11170671994078', 'longitude': '-114.24732546970996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.24732546970996, 51.11170671994078]}",2,13,158,107,9,
1564,51 LAKE BONAVENTURE PL SE,LAKE BONAVENTURE,PL,SE,51,Parcel,-114.06306087062046,50.93597220965508,"{'latitude': '50.93597220965508', 'longitude': '-114.06306087062046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.06306087062046, 50.93597220965508]}",3,6,267,123,13,
1565,56 MACEWAN PARK RD NW,MACEWAN PARK,RD,NW,56,Parcel,-114.11222158963847,51.13658564110958,"{'latitude': '51.13658564110958', 'longitude': '-114.11222158963847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.11222158963847, 51.13658564110958]}",2,2,146,253,4,
1566,723 DOUGLAS WOODS PL SE,DOUGLAS WOODS,PL,SE,723,Parcel,-113.99244277306451,50.944526882756435,"{'latitude': '50.944526882756435', 'longitude': '-113.99244277306451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.99244277306451, 50.944526882756435]}",3,4,268,124,13,
1567,19 SANDERLING HL NW,SANDERLING,HL,NW,19,Parcel,-114.09241013572212,51.13970801255787,"{'latitude': '51.13970801255787', 'longitude': '-114.09241013572212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.09241013572212, 51.13970801255787]}",2,2,270,121,4,
1568,1619 20 AV NW,20,AV,NW,1619,Parcel,-114.09836130070832,51.070417476175706,"{'latitude': '51.070417476175706', 'longitude': '-114.09836130070832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.09836130070832, 51.070417476175706]}",2,7,63,51,7,
1569,195 COVEPARK PL NE,COVEPARK,PL,NE,195,Parcel,-114.05430822607394,51.1682382698335,"{'latitude': '51.1682382698335', 'longitude': '-114.05430822607394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.05430822607394, 51.1682382698335]}",4,11,251,8,12,
1570,660 QUEEN CHARLOTTE DR SE,QUEEN CHARLOTTE,DR,SE,660,Parcel,-114.01948351260731,50.937807399708575,"{'latitude': '50.937807399708575', 'longitude': '-114.01948351260731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.01948351260731, 50.937807399708575]}",3,6,215,141,13,
1571,206 CHAPALINA PL SE,CHAPALINA,PL,SE,206,Parcel,-114.0477783865034,50.88967639166596,"{'latitude': '50.88967639166596', 'longitude': '-114.0477783865034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.0477783865034, 50.88967639166596]}",3,6,130,218,13,
1572,2820 11 AV NW,11,AV,NW,2820,Parcel,-114.12678674870456,51.062001252508715,"{'latitude': '51.062001252508715', 'longitude': '-114.12678674870456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.12678674870456, 51.062001252508715]}",2,7,154,103,7,
